32769	32769
2394	wDm_AirF_00
2399	wDm_AirL_00
2401	wDm_AirR_00
2397	wDm_AirB_00
32771	32771
315	Co_UkemR0D
311	Co_UkemL0D
333	Co_UkerB00
32787	32787
335	Co_newUkCD
32772	32772
319	Co_DUkmL0D
324	Co_DUkmR0D
330	Co_DUkmB00
329	Co_DUkmF00
331	Co_DUkmQ00
32776	32776
362	dDm_death00D
2403	wDm_AirF_WB
2406	wDm_AirR_WB
2405	wDm_AirL_WB
2404	wDm_AirB_WB
32780	32780
343	Co_DUkmB00ttk
32778	32778
339	Co_AOkoutk7u
345	Co_DUkmB00ttkb
32777	32777
29	Fall_sKAMcrh
32770	32770
32	sDm_Fall_sohekAO
33	sDm_Fall_sohekUT
32775	32775
37	sDm_BalconySohek
38	FallBalBoundF
40	sDm_BalconySohekB
41	FallBalBoundB
43	Co_ChgInStdBal01
32815	32815
44	Co_ChgInStdBalSolo
45	Co_ChgInJmpBalS
1764	Thrmv_B0_02
1550	Co_sjplp01F
0	motOrigin
317	Co_UkerR0D
1444	Ak_sWALKF
1584	Ak_lk00F
1582	Ak_tataki
1535	Co_jprk00F
587	G_Dummy_39
1720	Ak_dki11
811	sDm_PNGB0_B5
2236	Ak_sokuten
1598	Ak_turas
1665	Ak_runki00
887	Co_Dummy_69
1337	Co_Dummy_519
1371	Co_Dummy_553
1670	Ak_tsshoryu
1448	sWALK_00B
1259	Co_Dummy_441
47	sRUN__01F
50	Co_runchop
1666	Ak_runrk00
208	Co_fumuA00
1664	Co_runtac00
48	sRUN__02F
205	Co_runspA00
49	sRUN__03F
1523	Co_jplk01B
654	Co_IHummer
655	Co_INaginata
656	Co_IBeamSpear
657	Co_IHude_P
658	Co_ISRed_P
659	Co_ISGreen_P
660	Co_ISBlue_P
661	Co_IKugibat
662	Co_IPac_Man
663	Co_IHomeRun
664	Co_IPikoHan
665	Co_IUchide
666	Co_IHarisen
667	Co_IHukuHari
668	Co_IOgre
669	Co_IKatuo
670	Co_INunchaku
677	Co_IHandGun
684	Co_IModelGun_P
691	Co_IRevolver
692	Co_IShotgun
693	Co_IShotgun_P
694	Co_IRaygun
695	Co_ISyuriken
697	Co_IGrenade
700	Co_IMedical_P
702	Co_IBalloon
742	Co_IFishGun
703	Co_IJSword
706	Co_IESword
707	Co_IBeamSaber
708	Co_IBRed_P
709	Co_IBGreen_P
710	Co_IBBlue_P
711	Co_ICSword
712	Co_IStunRod
713	Co_ISoftCream
714	Co_IChocoVanilla
715	Co_I3xIceCream
716	Co_ITonfur
722	Co_IMagicWand
723	Co_IAssaultRifle
724	Co_ITrombone
725	Co_IBeamRifle
726	Co_ICatGun_P
727	Co_ICupid
728	Co_IBouquet
729	Co_IMagical
730	Co_INae
696	Co_IThrowKnife
732	Co_IConductor
735	Co_IGlove
648	Wi_IFire
1612	Co_R_clk00L
1641	Ak_cutter
1505	Co_jpRlp00F
1506	Co_jpRlp00B
1504	Co_jpRlp00
1512	sJUMPrrp03F
1513	sJUMPrrp03B
1511	sJUMPr00H
1519	Co_jpRlk00F
